Training began at: 2018-01-01
Training completed at: 
A2C algorithm
Number of Products 4
State Setting: INVENTORY
Reward function: VALUE_ADD
Planning Time Horizon = 7
Random seed: 
==============================================================================
Episode Results: 
total_reward	on_time	late	not_shipped	
-447256.303436	0.430518	0.435967	0.133515	
245010.596884	0.689373	0.305177	0.005450	
-328067.397732	0.465940	0.465940	0.068120	
252875.507685	0.694823	0.299728	0.005450	
-254325.087377	0.435967	0.501362	0.062670	
-189697.971846	0.468665	0.476839	0.054496	
292744.186560	0.863760	0.136240	0.000000	
61122.075212	0.536785	0.449591	0.013624	
-19201.294307	0.487738	0.501362	0.010899	
-37091.990592	0.487738	0.512262	0.000000	
294693.839344	0.920981	0.079019	0.000000	
189350.588661	0.634877	0.356948	0.008174	
189203.544607	0.743869	0.212534	0.043597	
238500.107923	0.634877	0.359673	0.005450	
-529925.844949	0.446866	0.452316	0.100817	
16141.795810	0.528610	0.468665	0.002725	
-482965.098534	0.419619	0.504087	0.076294	
-227093.177241	0.468665	0.531335	0.000000	
274197.692387	0.852861	0.133515	0.013624	
234736.886887	0.662125	0.335150	0.002725	
272345.891826	0.861035	0.128065	0.010899	
-83133.850374	0.509537	0.479564	0.010899	
-459399.149901	0.419619	0.446866	0.133515	
-424669.164179	0.441417	0.482289	0.076294	
-507775.637373	0.422343	0.495913	0.081744	
220051.250659	0.732970	0.261580	0.005450	
-876849.501298	0.392371	0.400545	0.207084	
-70862.509569	0.403270	0.525886	0.070845	
43287.492122	0.506812	0.449591	0.043597	
236385.486767	0.792916	0.193460	0.013624	
-156808.221654	0.441417	0.509537	0.049046	
-41164.918420	0.441417	0.544959	0.013624	
104685.735881	0.610354	0.362398	0.027248	
281410.893839	0.792916	0.196185	0.010899	
-183746.069056	0.405995	0.577657	0.016349	
-77269.654449	0.490463	0.495913	0.013624	
-755393.560821	0.408719	0.438692	0.152589	
-370679.892280	0.455041	0.514986	0.029973	
-311674.386840	0.446866	0.457766	0.095368	
-195799.260460	0.403270	0.583106	0.013624	
198179.584777	0.621253	0.373297	0.005450	
287195.492571	0.863760	0.125341	0.010899	
269525.998840	0.836512	0.163488	0.000000	
-193771.796963	0.408719	0.588556	0.002725	
-487452.086116	0.419619	0.430518	0.149864	
91247.566444	0.572207	0.419619	0.008174	
230948.232485	0.683924	0.310627	0.005450	
