total_loss	policy_loss	value_loss	entropy_loss	kl_divergence	
-0.049942	-0.049935	12612.702148	0.000007	0.000000	
-0.049942	-0.024547	-0.049935	-0.024540	12612.702148	
8165.872070	0.000007	0.000007	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.049935	-0.024540	
0.003929	12612.702148	8165.872070	8246.006836	0.000007	
0.000007	0.000007	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.049935	
-0.024540	0.003929	-0.041936	12612.702148	8165.872070	
8246.006836	8251.449219	0.000007	0.000007	0.000007	
0.000007	0.000000	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.012900	
-0.049935	-0.024540	0.003929	-0.041936	-0.012894	
12612.702148	8165.872070	8246.006836	8251.449219	8284.199219	
0.000007	0.000007	0.000007	0.000007	0.000006	
0.000000	0.000000	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.012900	
-0.030751	-0.049935	-0.024540	0.003929	-0.041936	
-0.012894	-0.030745	12612.702148	8165.872070	8246.006836	
8251.449219	8284.199219	8321.269531	0.000007	0.000007	
0.000007	0.000007	0.000006	0.000006	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.012900	
-0.030751	-0.009809	-0.049935	-0.024540	0.003929	
-0.041936	-0.012894	-0.030745	-0.009803	12612.702148	
8165.872070	8246.006836	8251.449219	8284.199219	8321.269531	
8347.442383	0.000007	0.000007	0.000007	0.000007	
0.000006	0.000006	0.000006	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.012900	
-0.030751	-0.009809	-0.033629	-0.049935	-0.024540	
0.003929	-0.041936	-0.012894	-0.030745	-0.009803	
-0.033623	12612.702148	8165.872070	8246.006836	8251.449219	
8284.199219	8321.269531	8347.442383	8344.280273	0.000007	
0.000007	0.000007	0.000007	0.000006	0.000006	
0.000006	0.000006	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.012900	
-0.030751	-0.009809	-0.033629	-0.028727	-0.049935	
-0.024540	0.003929	-0.041936	-0.012894	-0.030745	
-0.009803	-0.033623	-0.028721	12612.702148	8165.872070	
8246.006836	8251.449219	8284.199219	8321.269531	8347.442383	
8344.280273	8291.798828	0.000007	0.000007	0.000007	
0.000007	0.000006	0.000006	0.000006	0.000006	
0.000006	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.012900	
-0.030751	-0.009809	-0.033629	-0.028727	-0.044666	
-0.049935	-0.024540	0.003929	-0.041936	-0.012894	
-0.030745	-0.009803	-0.033623	-0.028721	-0.044659	
12612.702148	8165.872070	8246.006836	8251.449219	8284.199219	
8321.269531	8347.442383	8344.280273	8291.798828	8235.095703	
0.000007	0.000007	0.000007	0.000007	0.000006	
0.000006	0.000006	0.000006	0.000006	0.000006	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.012900	
-0.030751	-0.009809	-0.033629	-0.028727	-0.044666	
-0.034010	-0.049935	-0.024540	0.003929	-0.041936	
-0.012894	-0.030745	-0.009803	-0.033623	-0.028721	
-0.044659	-0.034004	12612.702148	8165.872070	8246.006836	
8251.449219	8284.199219	8321.269531	8347.442383	8344.280273	
8291.798828	8235.095703	8284.002930	0.000007	0.000007	
0.000007	0.000007	0.000006	0.000006	0.000006	
0.000006	0.000006	0.000006	0.000006	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.012900	
-0.030751	-0.009809	-0.033629	-0.028727	-0.044666	
-0.034010	-0.036110	-0.049935	-0.024540	0.003929	
-0.041936	-0.012894	-0.030745	-0.009803	-0.033623	
-0.028721	-0.044659	-0.034004	-0.036104	12612.702148	
8165.872070	8246.006836	8251.449219	8284.199219	8321.269531	
8347.442383	8344.280273	8291.798828	8235.095703	8284.002930	
8265.034180	0.000007	0.000007	0.000007	0.000007	
0.000006	0.000006	0.000006	0.000006	0.000006	
0.000006	0.000006	0.000006	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.012900	
-0.030751	-0.009809	-0.033629	-0.028727	-0.044666	
-0.034010	-0.036110	-0.031984	-0.049935	-0.024540	
0.003929	-0.041936	-0.012894	-0.030745	-0.009803	
-0.033623	-0.028721	-0.044659	-0.034004	-0.036104	
-0.031978	12612.702148	8165.872070	8246.006836	8251.449219	
8284.199219	8321.269531	8347.442383	8344.280273	8291.798828	
8235.095703	8284.002930	8265.034180	8244.653320	0.000007	
0.000007	0.000007	0.000007	0.000006	0.000006	
0.000006	0.000006	0.000006	0.000006	0.000006	
0.000006	0.000006	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.012900	
-0.030751	-0.009809	-0.033629	-0.028727	-0.044666	
-0.034010	-0.036110	-0.031984	-0.051622	-0.049935	
-0.024540	0.003929	-0.041936	-0.012894	-0.030745	
-0.009803	-0.033623	-0.028721	-0.044659	-0.034004	
-0.036104	-0.031978	-0.051616	12612.702148	8165.872070	
8246.006836	8251.449219	8284.199219	8321.269531	8347.442383	
8344.280273	8291.798828	8235.095703	8284.002930	8265.034180	
8244.653320	8304.511719	0.000007	0.000007	0.000007	
0.000007	0.000006	0.000006	0.000006	0.000006	
0.000006	0.000006	0.000006	0.000006	0.000006	
0.000006	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.012900	
-0.030751	-0.009809	-0.033629	-0.028727	-0.044666	
-0.034010	-0.036110	-0.031984	-0.051622	-0.067151	
-0.049935	-0.024540	0.003929	-0.041936	-0.012894	
-0.030745	-0.009803	-0.033623	-0.028721	-0.044659	
-0.034004	-0.036104	-0.031978	-0.051616	-0.067145	
12612.702148	8165.872070	8246.006836	8251.449219	8284.199219	
8321.269531	8347.442383	8344.280273	8291.798828	8235.095703	
8284.002930	8265.034180	8244.653320	8304.511719	8151.778320	
0.000007	0.000007	0.000007	0.000007	0.000006	
0.000006	0.000006	0.000006	0.000006	0.000006	
0.000006	0.000006	0.000006	0.000006	0.000006	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	
-0.049942	-0.024547	0.003922	-0.041942	-0.012900	
-0.030751	-0.009809	-0.033629	-0.028727	-0.044666	
-0.034010	-0.036110	-0.031984	-0.051622	-0.067151	
-0.097313	-0.049935	-0.024540	0.003929	-0.041936	
-0.012894	-0.030745	-0.009803	-0.033623	-0.028721	
-0.044659	-0.034004	-0.036104	-0.031978	-0.051616	
-0.067145	-0.097306	12612.702148	8165.872070	8246.006836	
