Training began at: 2018-01-01
Training completed at: 
A2C algorithm
Number of Products 4
State Setting: INVENTORY
Reward function: VALUE_ADD
Planning Time Horizon = 7
Random seed: 
==============================================================================
Episode Results: 
total_reward	on_time	late	not_shipped	
-453979.638452	0.430518	0.433243	0.136240	
244239.879566	0.683924	0.310627	0.005450	
-293668.322412	0.465940	0.487738	0.046322	
253490.235608	0.692098	0.302452	0.005450	
-81620.091646	0.463215	0.501362	0.035422	
-189685.402000	0.468665	0.476839	0.054496	
292760.953357	0.863760	0.136240	0.000000	
58445.384224	0.536785	0.449591	0.013624	
-19198.843361	0.487738	0.501362	0.010899	
90399.990646	0.558583	0.441417	0.000000	
299623.477301	0.934605	0.065395	0.000000	
246573.215642	0.732970	0.258856	0.008174	
277479.111308	0.811989	0.179837	0.008174	
291330.303431	0.861035	0.133515	0.005450	
-529925.034901	0.446866	0.452316	0.100817	
16148.027403	0.528610	0.468665	0.002725	
-483126.208700	0.419619	0.504087	0.076294	
-156262.287943	0.465940	0.534060	0.000000	
262408.968262	0.833787	0.152589	0.013624	
274323.130563	0.844687	0.152589	0.002725	
276082.498226	0.871935	0.117166	0.010899	
-83117.800312	0.509537	0.479564	0.010899	
-311232.655186	0.419619	0.471390	0.108992	
-271521.672278	0.435967	0.539510	0.024523	
-513810.668281	0.422343	0.493188	0.084469	
220052.194426	0.732970	0.261580	0.005450	
-707786.025919	0.392371	0.504087	0.103542	
-70872.769034	0.403270	0.525886	0.070845	
181933.107361	0.640327	0.340599	0.019074	
280166.759918	0.844687	0.141689	0.013624	
-156807.749508	0.441417	0.509537	0.049046	
114741.078047	0.487738	0.512262	0.000000	
104433.689509	0.610354	0.362398	0.027248	
285128.391518	0.784741	0.204360	0.010899	
-183746.069056	0.405995	0.577657	0.016349	
-79692.979632	0.495913	0.490463	0.013624	
-504763.346366	0.408719	0.490463	0.100817	
-369691.645129	0.460490	0.509537	0.029973	
-163289.913976	0.446866	0.485014	0.068120	
-195807.456969	0.403270	0.583106	0.013624	
264384.723830	0.757493	0.237057	0.005450	
287198.160251	0.863760	0.125341	0.010899	
269116.228927	0.833787	0.166213	0.000000	
