Training began at: 2018-01-01
Training completed at: 
A2C algorithm
Number of Products 4
State Setting: INVENTORY
Reward function: VALUE_ADD
Planning Time Horizon = 7
Random seed: 
==============================================================================
Episode Results: 
total_reward	on_time	late	not_shipped	
175116.979409	0.890909	0.104545	0.004545	
125359.424987	0.722727	0.268182	0.009091	
173790.807947	0.881818	0.104545	0.013636	
158187.932904	0.836364	0.154545	0.009091	
156198.385049	0.813636	0.172727	0.013636	
175984.867865	0.945455	0.050000	0.004545	
177513.223707	0.954545	0.045455	0.000000	
170710.079136	0.895455	0.095455	0.009091	
168573.189040	0.859091	0.140909	0.000000	
181238.368215	0.950000	0.050000	0.000000	
103671.508923	0.704545	0.286364	0.009091	
166014.528159	0.850000	0.140909	0.009091	
173403.291691	0.918182	0.072727	0.009091	
153923.661709	0.881818	0.104545	0.013636	
97621.189782	0.663636	0.331818	0.004545	
177183.087036	0.968182	0.027273	0.004545	
155126.279066	0.777273	0.218182	0.004545	
164927.550867	0.854545	0.145455	0.000000	
94797.197908	0.654545	0.331818	0.013636	
156181.427917	0.772727	0.222727	0.004545	
176980.751211	0.927273	0.072727	0.000000	
116801.058291	0.654545	0.340909	0.004545	
169936.095495	0.904545	0.081818	0.013636	
92738.739067	0.704545	0.290909	0.004545	
158694.450699	0.895455	0.090909	0.013636	
178749.346637	0.940909	0.045455	0.013636	
172835.012110	0.918182	0.072727	0.009091	
167166.062240	0.859091	0.127273	0.013636	
168789.410042	0.868182	0.122727	0.009091	
144098.940999	0.754545	0.240909	0.004545	
177790.590893	0.950000	0.040909	0.009091	
180853.712473	0.954545	0.045455	0.000000	
167778.910848	0.868182	0.131818	0.000000	
108488.711762	0.586364	0.413636	0.000000	
148901.479656	0.836364	0.154545	0.009091	
178092.598023	0.940909	0.054545	0.004545	
12356.035426	0.568182	0.431818	0.000000	
81378.196120	0.568182	0.427273	0.004545	
179605.836662	0.945455	0.050000	0.004545	
176989.146950	0.931818	0.063636	0.004545	
113499.341021	0.640909	0.354545	0.004545	
182690.066989	0.968182	0.031818	0.000000	
147090.087173	0.795455	0.200000	0.004545	
128299.086035	0.745455	0.250000	0.004545	
169251.095901	0.904545	0.086364	0.009091	
173364.082958	0.927273	0.068182	0.004545	
165370.907795	0.850000	0.150000	0.000000	
173129.305776	0.900000	0.095455	0.004545	
126028.397335	0.654545	0.336364	0.009091	
170256.638444	0.918182	0.081818	0.000000	
