total_loss	policy_loss	value_loss	entropy_loss	kl_divergence	
0.161714	0.161852	1.013840	0.000138	52.454979	
0.161714	0.150205	0.161852	0.150343	1.013840	
1.012667	0.000138	0.000138	52.454979	14382.363281	
0.161714	0.150205	0.170135	0.161852	0.150343	
0.170189	1.013840	1.012667	1.013002	0.000138	
0.000138	0.000054	52.454979	14382.363281	6552.406250	
0.161714	0.150205	0.170135	0.137234	0.161852	
0.150343	0.170189	0.137370	1.013840	1.012667	
1.013002	1.008292	0.000138	0.000138	0.000054	
0.000136	52.454979	14382.363281	6552.406250	36.791817	
0.161714	0.150205	0.170135	0.137234	0.143518	
0.161852	0.150343	0.170189	0.137370	0.143652	
1.013840	1.012667	1.013002	1.008292	1.008529	
0.000138	0.000138	0.000054	0.000136	0.000134	
52.454979	14382.363281	6552.406250	36.791817	116.382507	
0.161714	0.150205	0.170135	0.137234	0.143518	
0.152026	0.161852	0.150343	0.170189	0.137370	
0.143652	0.152155	1.013840	1.012667	1.013002	
1.008292	1.008529	1.007311	0.000138	0.000138	
0.000054	0.000136	0.000134	0.000129	52.454979	
14382.363281	6552.406250	36.791817	116.382507	205.716003	
0.161714	0.150205	0.170135	0.137234	0.143518	
0.152026	0.142365	0.161852	0.150343	0.170189	
0.137370	0.143652	0.152155	0.142489	1.013840	
1.012667	1.013002	1.008292	1.008529	1.007311	
1.007667	0.000138	0.000138	0.000054	0.000136	
0.000134	0.000129	0.000124	52.454979	14382.363281	
6552.406250	36.791817	116.382507	205.716003	214.538513	
0.161714	0.150205	0.170135	0.137234	0.143518	
0.152026	0.142365	0.123763	0.161852	0.150343	
0.170189	0.137370	0.143652	0.152155	0.142489	
0.123883	1.013840	1.012667	1.013002	1.008292	
1.008529	1.007311	1.007667	1.006426	0.000138	
0.000138	0.000054	0.000136	0.000134	0.000129	
0.000124	0.000121	52.454979	14382.363281	6552.406250	
36.791817	116.382507	205.716003	214.538513	38.125538	
0.161714	0.150205	0.170135	0.137234	0.143518	
0.152026	0.142365	0.123763	0.132497	0.161852	
0.150343	0.170189	0.137370	0.143652	0.152155	
0.142489	0.123883	0.132619	1.013840	1.012667	
1.013002	1.008292	1.008529	1.007311	1.007667	
1.006426	1.006281	0.000138	0.000138	0.000054	
0.000136	0.000134	0.000129	0.000124	0.000121	
0.000122	52.454979	14382.363281	6552.406250	36.791817	
116.382507	205.716003	214.538513	38.125538	262.629822	
0.161714	0.150205	0.170135	0.137234	0.143518	
0.152026	0.142365	0.123763	0.132497	0.172574	
0.161852	0.150343	0.170189	0.137370	0.143652	
0.152155	0.142489	0.123883	0.132619	0.172683	
1.013840	1.012667	1.013002	1.008292	1.008529	
1.007311	1.007667	1.006426	1.006281	1.007309	
0.000138	0.000138	0.000054	0.000136	0.000134	
0.000129	0.000124	0.000121	0.000122	0.000109	
52.454979	14382.363281	6552.406250	36.791817	116.382507	
205.716003	214.538513	38.125538	262.629822	21.753841	
0.161714	0.150205	0.170135	0.137234	0.143518	
0.152026	0.142365	0.123763	0.132497	0.172574	
0.154293	0.161852	0.150343	0.170189	0.137370	
0.143652	0.152155	0.142489	0.123883	0.132619	
0.172683	0.154406	1.013840	1.012667	1.013002	
1.008292	1.008529	1.007311	1.007667	1.006426	
1.006281	1.007309	1.006431	0.000138	0.000138	
0.000054	0.000136	0.000134	0.000129	0.000124	
0.000121	0.000122	0.000109	0.000113	52.454979	
14382.363281	6552.406250	36.791817	116.382507	205.716003	
214.538513	38.125538	262.629822	21.753841	199.797424	
0.161714	0.150205	0.170135	0.137234	0.143518	
0.152026	0.142365	0.123763	0.132497	0.172574	
0.154293	0.124288	0.161852	0.150343	0.170189	
0.137370	0.143652	0.152155	0.142489	0.123883	
0.132619	0.172683	0.154406	0.124413	1.013840	
1.012667	1.013002	1.008292	1.008529	1.007311	
1.007667	1.006426	1.006281	1.007309	1.006431	
1.005975	0.000138	0.000138	0.000054	0.000136	
0.000134	0.000129	0.000124	0.000121	0.000122	
0.000109	0.000113	0.000125	52.454979	14382.363281	
6552.406250	36.791817	116.382507	205.716003	214.538513	
38.125538	262.629822	21.753841	199.797424	4950.046387	
0.161714	0.150205	0.170135	0.137234	0.143518	
0.152026	0.142365	0.123763	0.132497	0.172574	
0.154293	0.124288	0.149191	0.161852	0.150343	
0.170189	0.137370	0.143652	0.152155	0.142489	
0.123883	0.132619	0.172683	0.154406	0.124413	
0.149323	1.013840	1.012667	1.013002	1.008292	
1.008529	1.007311	1.007667	1.006426	1.006281	
1.007309	1.006431	1.005975	1.008400	0.000138	
0.000138	0.000054	0.000136	0.000134	0.000129	
0.000124	0.000121	0.000122	0.000109	0.000113	
0.000125	0.000132	52.454979	14382.363281	6552.406250	
36.791817	116.382507	205.716003	214.538513	38.125538	
262.629822	21.753841	199.797424	4950.046387	2103.243896	
0.161714	0.150205	0.170135	0.137234	0.143518	
0.152026	0.142365	0.123763	0.132497	0.172574	
0.154293	0.124288	0.149191	0.140815	0.161852	
0.150343	0.170189	0.137370	0.143652	0.152155	
0.142489	0.123883	0.132619	0.172683	0.154406	
0.124413	0.149323	0.140941	1.013840	1.012667	
1.013002	1.008292	1.008529	1.007311	1.007667	
1.006426	1.006281	1.007309	1.006431	1.005975	
1.008400	1.005786	0.000138	0.000138	0.000054	
0.000136	0.000134	0.000129	0.000124	0.000121	
0.000122	0.000109	0.000113	0.000125	0.000132	
0.000126	52.454979	14382.363281	6552.406250	36.791817	
116.382507	205.716003	214.538513	38.125538	262.629822	
21.753841	199.797424	4950.046387	2103.243896	1.912398	
0.161714	0.150205	0.170135	0.137234	0.143518	
0.152026	0.142365	0.123763	0.132497	0.172574	
0.154293	0.124288	0.149191	0.140815	0.139731	
0.161852	0.150343	0.170189	0.137370	0.143652	
0.152155	0.142489	0.123883	0.132619	0.172683	
0.154406	0.124413	0.149323	0.140941	0.139858	
1.013840	1.012667	1.013002	1.008292	1.008529	
1.007311	1.007667	1.006426	1.006281	1.007309	
1.006431	1.005975	1.008400	1.005786	1.005684	
0.000138	0.000138	0.000054	0.000136	0.000134	
0.000129	0.000124	0.000121	0.000122	0.000109	
0.000113	0.000125	0.000132	0.000126	0.000127	
52.454979	14382.363281	6552.406250	36.791817	116.382507	
205.716003	214.538513	38.125538	262.629822	21.753841	
199.797424	4950.046387	2103.243896	1.912398	2.647862	
0.161714	0.150205	0.170135	0.137234	0.143518	
0.152026	0.142365	0.123763	0.132497	0.172574	
